variable,mean,median,10%,90%,feature,type,player_id,player_name,last_name,first_name,handed,birth_date,position_group,primary_position
beta[479],-0.213770892780209,-0.19956787074119314,-1.906985897407073,1.4696176512749035,596db0b3-b0e7-ce8e-41f6-7008175ce45c_PK,PK,596db0b3-b0e7-ce8e-41f6-7008175ce45c,"Gust, David",Gust,David,R,1994-02-21,F,F
beta[480],-0.7080822598496128,-0.7068812498017799,-2.4385530849715207,1.0258442145653468,a8ddd322-1d59-e6d5-6eae-09dde5c61284_PP,PP,a8ddd322-1d59-e6d5-6eae-09dde5c61284,"Luypen, Jalen",Luypen,Jalen,L,2002-06-28,F,LW
beta[481],-0.33141347636258883,-0.32662795589231397,-2.038169390811735,1.3801878270832397,8a45aeeb-45e5-0a8f-5837-39bccade3f72_PP,PP,8a45aeeb-45e5-0a8f-5837-39bccade3f72,"Phillips, Isaak",Phillips,Isaak,L,2001-09-28,D,D
beta[482],-0.012327100722709585,-0.02391647493538588,-1.6012983533091043,1.5684404869804696,af933b87-4f83-feaa-feff-6f90363db186_PP,PP,af933b87-4f83-feaa-feff-6f90363db186,"Sabourin, Scott",Sabourin,Scott,R,1992-07-30,F,F
beta[483],1.0312422375183636,1.0087582555173387,-0.6429758554429922,2.7114539957670654,2622a685-e219-c5e7-e7f1-d413e86d75cc_PK,PK,2622a685-e219-c5e7-e7f1-d413e86d75cc,"Pitlick, Rem",Pitlick,Rem,L,1997-04-02,F,LW
beta[484],0.8385085638121816,0.825665558086921,-0.9818147804934867,2.695872415941646,60c20331-7db0-a69c-c669-703d1c502f16_PP,PP,60c20331-7db0-a69c-c669-703d1c502f16,"Pulli, Valtteri",Pulli,Valtteri,L,2001-03-13,D,D
beta[485],0.5509289716298233,0.5441354223430426,-0.9951466485778372,2.0953547557465497,6488121e-ed37-2c24-34b7-84a6b947486c_PP,PP,6488121e-ed37-2c24-34b7-84a6b947486c,"Carroll, Joe",Carroll,Joe,L,2001-02-01,F,LW
beta[486],-0.05540925554089554,-0.04050635322349585,-1.8395912799584038,1.7269248023245845,9fe70024-cd66-80eb-aa49-5618b43fa865_PP,PP,9fe70024-cd66-80eb-aa49-5618b43fa865,"Knyzhov, Nikolai",Knyzhov,Nikolai,L,1998-03-20,D,D
beta[487],-0.10375903408426787,-0.10030656547976988,-1.9530217553103566,1.757423853355015,9b4ee081-3050-ae6e-ca41-47d034838030_PK,PK,9b4ee081-3050-ae6e-ca41-47d034838030,"Dach, Colton",Dach,Colton,L,2003-01-04,F,C
beta[488],0.5917640179215773,0.5856427463890326,-1.1974738433982386,2.3603136281972152,161faf4c-eaf1-dc63-a4ce-ea46a1363512_PP,PP,161faf4c-eaf1-dc63-a4ce-ea46a1363512,"Frisch, Ethan",Frisch,Ethan,R,2000-10-29,D,D
beta[489],-0.12663395337490124,-0.1316287380764381,-1.6931520264938806,1.4525937437527012,7b2af16f-2fcd-866c-38c3-e85484494645_PK,PK,7b2af16f-2fcd-866c-38c3-e85484494645,"Del Mastro, Ethan",Del Mastro,Ethan,L,2003-01-15,D,D
beta[490],1.5784606928675033,1.5692148010019813,-0.22245208334441177,3.4106160950569997,1528eac5-8aa1-8745-fd3f-52cb7c35ab0d_PK,PK,1528eac5-8aa1-8745-fd3f-52cb7c35ab0d,"Seney, Brett",Seney,Brett,L,1996-02-28,F,F
beta[491],-0.504877511834177,-0.49461612150927675,-1.9882787503906225,0.9900444876896843,5a838533-8ece-6143-83cd-f026d141b6af_PK,PK,5a838533-8ece-6143-83cd-f026d141b6af,"Patera, Jiri",Patera,Jiri,L,1999-02-24,G,G
beta[492],0.05045538081461584,0.045384683732467304,-1.5776653197813706,1.6992468297075491,c1432ccc-4036-14a9-50ed-a495c7b5aaba_PP,PP,c1432ccc-4036-14a9-50ed-a495c7b5aaba,"McWard, Cole",McWard,Cole,R,2001-06-09,D,D
beta[493],0.44540079148997486,0.4394340599635024,-1.0019841395988094,1.871518530636234,5d88c997-487b-2fcb-c49f-64757c86548e_PP,PP,5d88c997-487b-2fcb-c49f-64757c86548e,"Dries, Sheldon",Dries,Sheldon,L,1994-04-23,F,C
beta[494],-0.8203777161412353,-0.8194601061368127,-2.566840078111927,0.9153863841617124,c189c220-2085-6731-4cab-1c94102e687e_PP,PP,c189c220-2085-6731-4cab-1c94102e687e,"Aman, Nils",Aman,Nils,L,2000-02-07,F,C
beta[495],0.8075076719885251,0.8000942500644096,-0.6797063548468071,2.293811364847101,7f87b4e4-74a0-39b3-ec2d-526b02fbdfe0_PP,PP,7f87b4e4-74a0-39b3-ec2d-526b02fbdfe0,"Wolanin, Christian",Wolanin,Christian,L,1995-03-17,D,D
beta[496],0.8014560243460758,0.8086354550868389,-0.6394337178757272,2.2479978728080714,cb92f717-6ee3-40c7-6ac2-daeb4eb54954_PP,PP,cb92f717-6ee3-40c7-6ac2-daeb4eb54954,"Bains, Arshdeep",Bains,Arshdeep,L,2001-01-09,F,LW
beta[497],1.403708575883447,1.3901767450921358,-0.28476577557226646,3.1214062415631583,f4381702-541d-bbce-d4ad-9ada397f80ec_PK,PK,f4381702-541d-bbce-d4ad-9ada397f80ec,"Cracknell, Adam",Cracknell,Adam,R,1985-07-15,F,F
beta[498],-0.7327209571530243,-0.7418853841552306,-2.156655104718469,0.7268646959994084,47e607eb-374a-751f-1987-8f08b7f86fbe_PK,PK,47e607eb-374a-751f-1987-8f08b7f86fbe,"Ahac, Layton",Ahac,Layton,L,2001-02-22,D,D
beta[499],-0.16818590244492954,-0.1623257667271677,-1.5557030640197707,1.251230169833237,d06b76a3-3d86-0789-4ece-8c2bbb8dac2a_PK,PK,d06b76a3-3d86-0789-4ece-8c2bbb8dac2a,"Bischoff, Jake",Bischoff,Jake,L,1994-07-25,D,D
beta[500],0.4983957328580207,0.49195385974136596,-1.1018654324056631,2.1183756487084513,21555bc9-a08d-032e-ef88-be32e61cd8a0_PK,PK,21555bc9-a08d-032e-ef88-be32e61cd8a0,"D'Amato, Daniel",D'Amato,Daniel,L,2001-04-08,F,LW
beta[501],0.2882165003428412,0.2780390058451182,-1.1120330209511802,1.695141612017402,b84fa23d-3bf5-07b9-9296-796ac19e0ea0_PP,PP,b84fa23d-3bf5-07b9-9296-796ac19e0ea0,"Tolopilo, Nikita",Tolopilo,Nikita,L,2000-04-06,G,G
beta[502],-0.366150056265206,-0.36287801469288594,-1.7868500471975661,1.076383100280972,b84fa23d-3bf5-07b9-9296-796ac19e0ea0_PK,PK,b84fa23d-3bf5-07b9-9296-796ac19e0ea0,"Tolopilo, Nikita",Tolopilo,Nikita,L,2000-04-06,G,G
beta[503],0.11403033994571604,0.09494746989846078,-1.3137346449854581,1.5625647461245407,5a453d9b-d3e9-d3cf-af18-be043e9650b3_PP,PP,5a453d9b-d3e9-d3cf-af18-be043e9650b3,"Rempal, Sheldon",Rempal,Sheldon,R,1995-08-07,F,F
beta[504],-0.910029534929156,-0.9154229872948113,-2.571606023430098,0.7511962213533685,b8a27cdb-ea33-924d-f963-724d7c48d713_PP,PP,b8a27cdb-ea33-924d-f963-724d7c48d713,"Mayo, Dysin",Mayo,Dysin,R,1996-08-17,D,D
beta[505],1.388056986314478,1.3819248635575696,-0.12713917623633597,2.8898266641687855,5a838533-8ece-6143-83cd-f026d141b6af_PP,PP,5a838533-8ece-6143-83cd-f026d141b6af,"Patera, Jiri",Patera,Jiri,L,1999-02-24,G,G
beta[506],-0.046642601282989374,-0.042725994594141226,-1.8701476323527657,1.8048830856628983,f3f56298-88cb-fe2b-48b6-23b863499c12_PP,PP,f3f56298-88cb-fe2b-48b6-23b863499c12,"Swetlikoff, Alex",Swetlikoff,Alex,L,2001-07-06,F,F
beta[507],-0.6883699688817428,-0.6874061986305149,-2.3377237540534277,0.9811696478756811,8d804f94-929c-61f0-d793-406c27b0f3f5_PK,PK,8d804f94-929c-61f0-d793-406c27b0f3f5,"Johansson, Filip",Johansson,Filip,R,2000-03-23,D,D
beta[508],1.370143853319679,1.3784883320327956,0.009897255645506956,2.73033338150821,09ebb57b-5c02-284e-ddc1-6b5bb2245be0_PK,PK,09ebb57b-5c02-284e-ddc1-6b5bb2245be0,"Stevens, John",Stevens,John,L,1994-04-17,F,C
beta[509],1.0068526577650003,0.9961775004689634,-0.3858945947403729,2.4324602407904,7f835c52-5af6-f4e1-eff4-ebe21be0a4bb_PP,PP,7f835c52-5af6-f4e1-eff4-ebe21be0a4bb,"Denisenko, Grigori",Denisenko,Grigori,R,2000-06-24,F,F
beta[510],0.920513082797865,0.9116234269509831,-0.48104279808881245,2.30857683172185,b275b038-e474-6565-4b4b-a2265fec696a_PK,PK,b275b038-e474-6565-4b4b-a2265fec696a,"Irwin, Matt",Irwin,Matt,L,1987-11-29,D,D
beta[511],0.2830511321200881,0.2805552196831792,-1.231874570216181,1.81159884403807,6762871d-0826-62ea-33f7-af39ac92c913_PK,PK,6762871d-0826-62ea-33f7-af39ac92c913,"Gatcomb, Marc",Gatcomb,Marc,R,1999-07-22,F,C
beta[512],0.22180816570235862,0.20966838311820812,-1.6116313785532466,2.0535159964641494,d028de61-a5f1-fc1b-87ce-7160b5ebbe16_PP,PP,d028de61-a5f1-fc1b-87ce-7160b5ebbe16,"Chayka, Daniil",Chayka,Daniil,L,2002-10-22,D,D
beta[513],-0.881846067195041,-0.8720373834999677,-2.3177214692732875,0.5448593613866775,df3c2b16-0554-1f80-bea5-3560b9b6a998_PK,PK,df3c2b16-0554-1f80-bea5-3560b9b6a998,"Woo, Jett",Woo,Jett,R,2000-07-27,D,D
beta[514],0.2574576184520245,0.2594004865700643,-1.5405058125188449,2.052745862860861,47e607eb-374a-751f-1987-8f08b7f86fbe_PP,PP,47e607eb-374a-751f-1987-8f08b7f86fbe,"Ahac, Layton",Ahac,Layton,L,2001-02-22,D,D
beta[515],0.15927483074422047,0.15609446104017893,-1.6838747000761582,2.024000536565754,e2214881-b6b0-b1c9-6e83-a6b289c4f33f_PP,PP,e2214881-b6b0-b1c9-6e83-a6b289c4f33f,"Primeau, Mason",Primeau,Mason,L,2001-07-28,F,F
beta[516],0.19762783212233304,0.21900903917354025,-1.5245311795724967,1.905324320194253,fe72eceb-4367-8d2c-8559-ccfb83481eb2_PK,PK,fe72eceb-4367-8d2c-8559-ccfb83481eb2,"Kannok-Leipert, Alex",Kannok-Leipert,Alex,R,2000-07-20,D,D
beta[517],0.08438034369067735,0.06980857610852853,-1.5076402726758273,1.6980782644699497,8b6563d6-4321-a561-d6be-2532b12ba7fa_PP,PP,8b6563d6-4321-a561-d6be-2532b12ba7fa,"Sedoff, Christoffer",Sedoff,Christoffer,L,2002-02-20,D,D
beta[518],-0.18999771926979148,-0.18650475871300964,-2.050077169164724,1.6820259470571437,87376fde-0929-ba1c-b649-11a86bd72d17_PK,PK,87376fde-0929-ba1c-b649-11a86bd72d17,"Glover, Ty",Glover,Ty,L,2000-10-01,F,LW
beta[519],-0.16660789140697796,-0.15896826359810518,-2.045535935078778,1.6998830588144878,774bd9d6-51d4-5596-d6da-a8a7cbdece73_PK,PK,774bd9d6-51d4-5596-d6da-a8a7cbdece73,"Passolt, Josh",Passolt,Josh,L,1996-06-13,F,LW
beta[520],0.11521524892167807,0.11388368339720147,-1.7274490988250455,1.978414965250898,b8541c9c-40ff-8902-1a40-af7c2916bfaa_PP,PP,b8541c9c-40ff-8902-1a40-af7c2916bfaa,"Geertsen, Mason",Geertsen,Mason,L,1995-04-19,F,LW
beta[521],-0.6475701138849234,-0.6460910720739257,-2.1309496638996452,0.7998195320741354,7f87b4e4-74a0-39b3-ec2d-526b02fbdfe0_PK,PK,7f87b4e4-74a0-39b3-ec2d-526b02fbdfe0,"Wolanin, Christian",Wolanin,Christian,L,1995-03-17,D,D
beta[522],0.009445955583160035,0.009480100155779773,-1.3789559859216807,1.402708410840954,f4381702-541d-bbce-d4ad-9ada397f80ec_PP,PP,f4381702-541d-bbce-d4ad-9ada397f80ec,"Cracknell, Adam",Cracknell,Adam,R,1985-07-15,F,F
beta[523],-0.6531744670018105,-0.6399176134738114,-2.3999864179930954,1.0578836606887236,e2214881-b6b0-b1c9-6e83-a6b289c4f33f_PK,PK,e2214881-b6b0-b1c9-6e83-a6b289c4f33f,"Primeau, Mason",Primeau,Mason,L,2001-07-28,F,F
beta[524],-0.4158327803840147,-0.4131631981003624,-1.966908050760618,1.1198307070004838,a6be81da-fbf0-100c-170a-9db635d86749_PK,PK,a6be81da-fbf0-100c-170a-9db635d86749,"Morelli, Mason",Morelli,Mason,L,1996-02-01,F,F
beta[525],0.7116797447981614,0.7149826018785972,-0.8116217448067433,2.2290210422457264,2f46ba90-e46e-6371-ac00-07be713995a2_PP,PP,2f46ba90-e46e-6371-ac00-07be713995a2,"Sasson, Max",Sasson,Max,L,2000-09-05,F,C
beta[526],0.2517767926915155,0.25435955627772855,-1.3780738271330835,1.8755664157681606,06813969-3aca-1417-ec01-0de8fb823a64_PK,PK,06813969-3aca-1417-ec01-0de8fb823a64,"Benson, Tyler",Benson,Tyler,L,1998-03-15,F,RW
beta[527],-0.6982310177734037,-0.6909462216266447,-2.23537215336471,0.8197474494359944,d028de61-a5f1-fc1b-87ce-7160b5ebbe16_PK,PK,d028de61-a5f1-fc1b-87ce-7160b5ebbe16,"Chayka, Daniil",Chayka,Daniil,L,2002-10-22,D,D
beta[528],0.16151260895589528,0.16776446773820963,-1.7217504139226487,2.0108884345105325,f3f56298-88cb-fe2b-48b6-23b863499c12_PK,PK,f3f56298-88cb-fe2b-48b6-23b863499c12,"Swetlikoff, Alex",Swetlikoff,Alex,L,2001-07-06,F,F
beta[529],1.1303667052257338,1.139496412761953,-0.3166668082112391,2.559667579479703,23976a10-6bbf-0e35-6025-abd653ad2dd6_PP,PP,23976a10-6bbf-0e35-6025-abd653ad2dd6,"Raty, Aatu",Raty,Aatu,L,2002-11-14,F,C
beta[530],1.2754878071185898,1.262728221839285,-0.13521599372049214,2.7167767784289785,e936a4e7-0304-42aa-1ad8-269904d96714_PP,PP,e936a4e7-0304-42aa-1ad8-269904d96714,"Karlsson, Linus",Karlsson,Linus,R,1999-11-16,F,C
beta[531],-0.08851515305188377,-0.08367960707955599,-1.5106282203902337,1.3558520928440994,b8a27cdb-ea33-924d-f963-724d7c48d713_PK,PK,b8a27cdb-ea33-924d-f963-724d7c48d713,"Mayo, Dysin",Mayo,Dysin,R,1996-08-17,D,D
beta[532],0.5959987763528998,0.6027346338673538,-0.9359879162652076,2.107125961117113,8d804f94-929c-61f0-d793-406c27b0f3f5_PP,PP,8d804f94-929c-61f0-d793-406c27b0f3f5,"Johansson, Filip",Johansson,Filip,R,2000-03-23,D,D
beta[533],-0.27891539183220865,-0.28510316264227165,-1.9890681389074125,1.467445656591504,4cbd21fa-5265-f7d5-ac2f-2fd78d7480aa_PP,PP,4cbd21fa-5265-f7d5-ac2f-2fd78d7480aa,"Hirose, Akito",Hirose,Akito,L,1999-04-09,D,D
beta[534],-0.14604714497937749,-0.13845615489465524,-1.7967142710728716,1.4998317713249054,09ebb57b-5c02-284e-ddc1-6b5bb2245be0_PP,PP,09ebb57b-5c02-284e-ddc1-6b5bb2245be0,"Stevens, John",Stevens,John,L,1994-04-17,F,C
beta[535],-1.3064972259709513,-1.3089618192054502,-2.814632481291911,0.19566043604495648,94c58fec-e597-77fa-ea7c-b64e8dec79d8_PK,PK,94c58fec-e597-77fa-ea7c-b64e8dec79d8,"Froese, Byron",Froese,Byron,R,1991-03-12,F,F
beta[536],0.6050025320109021,0.5958257113949876,-1.0630732835903896,2.285719434200353,8b6563d6-4321-a561-d6be-2532b12ba7fa_PK,PK,8b6563d6-4321-a561-d6be-2532b12ba7fa,"Sedoff, Christoffer",Sedoff,Christoffer,L,2002-02-20,D,D
beta[537],-0.3254748077483254,-0.3107363912259299,-1.9524030838782076,1.294548661564143,c1432ccc-4036-14a9-50ed-a495c7b5aaba_PK,PK,c1432ccc-4036-14a9-50ed-a495c7b5aaba,"McWard, Cole",McWard,Cole,R,2001-06-09,D,D
beta[538],-0.1872316293907583,-0.19081189707661406,-1.6689862042987083,1.2989015162745343,2dc963e5-038d-5671-aa35-9c6e6edec835_PP,PP,2dc963e5-038d-5671-aa35-9c6e6edec835,"Brisson, Brendan",Brisson,Brendan,L,2001-10-22,F,F
beta[539],0.48165452908202194,0.4770576604195871,-1.0819298213119393,2.035723364167066,23976a10-6bbf-0e35-6025-abd653ad2dd6_PK,PK,23976a10-6bbf-0e35-6025-abd653ad2dd6,"Raty, Aatu",Raty,Aatu,L,2002-11-14,F,C
beta[540],0.83958135883326,0.8397048339194567,-0.6511581773153511,2.3385140570222567,94c58fec-e597-77fa-ea7c-b64e8dec79d8_PP,PP,94c58fec-e597-77fa-ea7c-b64e8dec79d8,"Froese, Byron",Froese,Byron,R,1991-03-12,F,F
beta[541],0.4095631646348935,0.40629626509692873,-1.3544017877175019,2.1740075837891255,4cbd21fa-5265-f7d5-ac2f-2fd78d7480aa_PK,PK,4cbd21fa-5265-f7d5-ac2f-2fd78d7480aa,"Hirose, Akito",Hirose,Akito,L,1999-04-09,D,D
beta[542],-1.1462808213013047,-1.1383152487422392,-2.6222732856621307,0.3352426571920355,44ad96dc-c0b6-9c77-310a-42c86826d41a_PP,PP,44ad96dc-c0b6-9c77-310a-42c86826d41a,"Cormier, Lukas",Cormier,Lukas,L,2002-03-27,D,D
beta[543],-0.746233743982374,-0.7449918368956586,-2.266115115330658,0.7740253146637804,cb92f717-6ee3-40c7-6ac2-daeb4eb54954_PK,PK,cb92f717-6ee3-40c7-6ac2-daeb4eb54954,"Bains, Arshdeep",Bains,Arshdeep,L,2001-01-09,F,LW
beta[544],0.03590275617017724,0.03926085358977702,-1.7410526077258215,1.820191420965564,c189c220-2085-6731-4cab-1c94102e687e_PK,PK,c189c220-2085-6731-4cab-1c94102e687e,"Aman, Nils",Aman,Nils,L,2000-02-07,F,C
beta[545],0.5557639887413041,0.5588489499730254,-0.9941939834484848,2.1262164749375674,06813969-3aca-1417-ec01-0de8fb823a64_PP,PP,06813969-3aca-1417-ec01-0de8fb823a64,"Benson, Tyler",Benson,Tyler,L,1998-03-15,F,RW
beta[546],-0.4891402892900608,-0.4823654748673585,-1.8923473231015469,0.8691371632852815,a6be81da-fbf0-100c-170a-9db635d86749_PP,PP,a6be81da-fbf0-100c-170a-9db635d86749,"Morelli, Mason",Morelli,Mason,L,1996-02-01,F,F
beta[547],-0.09504431982402729,-0.09201440871630076,-1.9118896179211005,1.6740018268565904,21555bc9-a08d-032e-ef88-be32e61cd8a0_PP,PP,21555bc9-a08d-032e-ef88-be32e61cd8a0,"D'Amato, Daniel",D'Amato,Daniel,L,2001-04-08,F,LW
beta[548],-0.7423771916906805,-0.7385195725171892,-2.2000191256231396,0.6786495992175737,5d88c997-487b-2fcb-c49f-64757c86548e_PK,PK,5d88c997-487b-2fcb-c49f-64757c86548e,"Dries, Sheldon",Dries,Sheldon,L,1994-04-23,F,C
beta[549],0.13158573337126253,0.13922367633346167,-1.3002882154378026,1.5647496381371708,d06b76a3-3d86-0789-4ece-8c2bbb8dac2a_PP,PP,d06b76a3-3d86-0789-4ece-8c2bbb8dac2a,"Bischoff, Jake",Bischoff,Jake,L,1994-07-25,D,D
beta[550],1.0715032626692609,1.0369160576628325,-0.6703845098985288,2.8322323556178275,44ad96dc-c0b6-9c77-310a-42c86826d41a_PK,PK,44ad96dc-c0b6-9c77-310a-42c86826d41a,"Cormier, Lukas",Cormier,Lukas,L,2002-03-27,D,D
beta[551],1.3999085254254913,1.3914516998668984,-0.4178879049212444,3.2276989765361717,7f835c52-5af6-f4e1-eff4-ebe21be0a4bb_PK,PK,7f835c52-5af6-f4e1-eff4-ebe21be0a4bb,"Denisenko, Grigori",Denisenko,Grigori,R,2000-06-24,F,F
beta[552],-0.8628025229477225,-0.8648745812571428,-2.4586501835040924,0.7292755531404104,df3c2b16-0554-1f80-bea5-3560b9b6a998_PP,PP,df3c2b16-0554-1f80-bea5-3560b9b6a998,"Woo, Jett",Woo,Jett,R,2000-07-27,D,D
beta[553],0.5926655943228918,0.586949531928197,-0.9219042695749762,2.133721459126899,87926b9c-8a1b-522a-bbb9-6f749edb9ddc_PP,PP,87926b9c-8a1b-522a-bbb9-6f749edb9ddc,"Zherenko, Vadim",Zherenko,Vadim,L,2001-03-15,G,G
beta[554],0.1709041551273726,0.16871083226407763,-1.4127010326296652,1.7349194347005186,604d9f76-2548-d1b7-d7db-bbeccf411412_PP,PP,604d9f76-2548-d1b7-d7db-bbeccf411412,"Walker, Nathan",Walker,Nathan,L,1994-02-07,F,LW
beta[555],0.8402762501782248,0.8375047459144698,-0.6448629297673056,2.3253779154357304,87926b9c-8a1b-522a-bbb9-6f749edb9ddc_PK,PK,87926b9c-8a1b-522a-bbb9-6f749edb9ddc,"Zherenko, Vadim",Zherenko,Vadim,L,2001-03-15,G,G
beta[556],1.1223955143398239,1.1083310365143604,-0.33417779872907877,2.597353236154093,9deea627-59bf-c37e-d041-5160edc3ac73_PP,PP,9deea627-59bf-c37e-d041-5160edc3ac73,"Boqvist, Jesper",Boqvist,Jesper,L,1998-10-30,F,C
beta[557],0.13710868224373338,0.1306208030801964,-1.45863833504984,1.744508486641428,604d9f76-2548-d1b7-d7db-bbeccf411412_PK,PK,604d9f76-2548-d1b7-d7db-bbeccf411412,"Walker, Nathan",Walker,Nathan,L,1994-02-07,F,LW
beta[558],-0.2930036898658878,-0.27760674087452386,-2.1369186885674427,1.519225754912449,e8fea67a-8042-8fda-08b4-f058368fe357_PK,PK,e8fea67a-8042-8fda-08b4-f058368fe357,"Bolduc, Zachary",Bolduc,Zachary,L,2003-02-24,F,RW
beta[559],2.2299825793496932,2.214235010035691,0.47229748155827006,4.004993455762317,4e110e5d-1ce8-74cf-5df3-63609c738785_PK,PK,4e110e5d-1ce8-74cf-5df3-63609c738785,"Gaudette, Adam",Gaudette,Adam,R,1996-10-03,F,RW
beta[560],-0.07257228225395962,-0.06993892060016303,-1.925423609216251,1.76696196756675,68d0b4fa-17ee-2870-f7f8-98925d440f04_PP,PP,68d0b4fa-17ee-2870-f7f8-98925d440f04,"Ritchie, Ethan",Ritchie,Ethan,L,2002-06-04,D,D
beta[561],0.10279427608798579,0.10032127101955562,-1.7377435471584644,1.9424320479241766,68d0b4fa-17ee-2870-f7f8-98925d440f04_PK,PK,68d0b4fa-17ee-2870-f7f8-98925d440f04,"Ritchie, Ethan",Ritchie,Ethan,L,2002-06-04,D,D
beta[562],1.0073280126992994,0.9974763040080804,-0.7985686177463271,2.8188582335435997,9deea627-59bf-c37e-d041-5160edc3ac73_PK,PK,9deea627-59bf-c37e-d041-5160edc3ac73,"Boqvist, Jesper",Boqvist,Jesper,L,1998-10-30,F,C
beta[563],0.36945253356366126,0.3718576098603392,-1.291632627873199,2.037958358030666,a22368c1-7f43-4c9e-20c1-482af6c7ce36_PP,PP,a22368c1-7f43-4c9e-20c1-482af6c7ce36,"Trudeau, William",Trudeau,William,L,2002-10-11,D,D
beta[564],-0.6166641497477641,-0.6022674622948612,-2.0379126107480454,0.8299039348303014,e816e950-29af-f11a-16dc-9be28900788e_PP,PP,e816e950-29af-f11a-16dc-9be28900788e,"Maillet, Philippe",Maillet,Philippe,L,1992-11-07,F,C
beta[565],-0.8939057142983956,-0.8972546829213153,-2.317786094870374,0.5558084028767974,66a11c0f-780c-56c8-87dc-609a264302d6_PK,PK,66a11c0f-780c-56c8-87dc-609a264302d6,"Skarek, Jakub",Skarek,Jakub,L,1999-11-10,G,G
beta[566],-1.6192844412659748,-1.6233912850918146,-3.0539875906797174,-0.16555348538571776,e70f8783-350d-ffc7-9c50-bb5f21a9c1e9_PP,PP,e70f8783-350d-ffc7-9c50-bb5f21a9c1e9,"Mailloux, Logan",Mailloux,Logan,R,2003-04-15,D,D
beta[567],0.6707416457275549,0.6611735216738264,-0.7414446687839451,2.120190848358997,1d2778e0-9709-3b32-491b-3b3f32c7bb09_PP,PP,1d2778e0-9709-3b32-491b-3b3f32c7bb09,"Gignac, Brandon",Gignac,Brandon,L,1997-11-07,F,C
beta[568],0.12256788710053283,0.1085078208618237,-1.7718724522405758,2.048549807287429,d02b010f-8cb4-7c7b-9319-50dd7c95cab2_PK,PK,d02b010f-8cb4-7c7b-9319-50dd7c95cab2,"Kuefler, Daylan",Kuefler,Daylan,L,2002-02-10,F,F
beta[569],-0.6837713144008617,-0.6983226770819007,-2.1525578521016664,0.7930644672803958,3b45ddb8-fde0-99cf-6165-f66bd4462ddb_PK,PK,3b45ddb8-fde0-99cf-6165-f66bd4462ddb,"Salo, Robin",Salo,Robin,L,1998-10-13,D,D
beta[570],0.09278415942449224,0.0911514880992654,-1.3451336242339262,1.5231439222798624,5b0ef27c-6a26-8323-1b85-bf91f79d76d2_PP,PP,5b0ef27c-6a26-8323-1b85-bf91f79d76d2,"Stephens, Mitchell",Stephens,Mitchell,R,1997-02-05,F,F
beta[571],-0.16919460157667413,-0.1882142647104288,-2.0133978947932576,1.708340253235901,c4ebf006-49c8-4653-9f36-08b55190b8b2_PK,PK,c4ebf006-49c8-4653-9f36-08b55190b8b2,"Dufour, William",Dufour,William,R,2002-01-28,F,F
beta[572],-0.15368595853005618,-0.14893455084790466,-1.577246810204651,1.3107813668866355,6b15df6f-e4cb-a8f9-2f8f-1985efc31e8d_PK,PK,6b15df6f-e4cb-a8f9-2f8f-1985efc31e8d,"Kubiak, Jeff",Kubiak,Jeff,L,1994-01-18,F,F
beta[573],-0.8725336603412698,-0.8779697768030321,-2.31832379720613,0.5941916080667677,47ec1584-2245-2836-a706-e0835ffee601_PP,PP,47ec1584-2245-2836-a706-e0835ffee601,"Andersson, Lias",Andersson,Lias,L,1998-10-13,F,C
beta[574],-0.011926968406457511,-0.019685890904508764,-1.5335447607040027,1.5238011597256265,73819ce9-d8cf-b983-9994-bf279611d66f_PK,PK,73819ce9-d8cf-b983-9994-bf279611d66f,"Hutton, Grant",Hutton,Grant,R,1995-07-25,D,D
beta[575],0.19506310896923912,0.18542719550920567,-1.5685555767006352,1.9667221125933474,8976400f-0b82-983e-4666-56338945a0fd_PP,PP,8976400f-0b82-983e-4666-56338945a0fd,"Bisson, Tobie",Bisson,Tobie,L,1997-02-01,D,D
beta[576],-0.5198190342405756,-0.5180486353342999,-1.9827781708872076,0.9524491108125029,3f1cb8fd-1aa5-5b5c-a0f1-d8dbb7756d87_PP,PP,3f1cb8fd-1aa5-5b5c-a0f1-d8dbb7756d87,"Durandeau, Arnaud",Durandeau,Arnaud,L,1999-01-14,F,LW
beta[577],-0.3823940205892186,-0.38202715343984534,-1.8666836666609032,1.1007323791877774,eaf6e42d-fc9b-2620-d315-6f442cf5afa0_PK,PK,eaf6e42d-fc9b-2620-d315-6f442cf5afa0,"Bardreau, Cole",Bardreau,Cole,R,1993-07-22,F,F
beta[578],1.7042904919176853,1.7038264118284592,0.2998138361086947,3.101263806727017,c61cc30c-3a23-8ac0-9a3e-8c6bdd85baf8_PP,PP,c61cc30c-3a23-8ac0-9a3e-8c6bdd85baf8,"Dobes, Jakub",Dobes,Jakub,L,2001-05-27,G,G
beta[579],-0.18015765765425584,-0.18017996120038343,-2.0140345475097012,1.662658186071418,93dd4a43-8051-720f-47cc-fa4250b969ed_PP,PP,93dd4a43-8051-720f-47cc-fa4250b969ed,"Cederqvist, Filip",Cederqvist,Filip,L,2000-08-23,F,LW
beta[580],-0.41661058480282126,-0.405583534053358,-1.8697181788630586,0.9969753416586226,de965666-84cc-36f5-8129-ad04ec59d185_PP,PP,de965666-84cc-36f5-8129-ad04ec59d185,"Heineman, Emil",Heineman,Emil,L,2001-11-16,F,LW
